Name,Location,Year,Kilometers,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price_nrs
BMW 3 Series 320d Luxury Line,Nepaljung,2015,47000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,132.75
Honda City ZX GXi,Bharatpur,2007,75000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,6.705
Hyundai i10 Sportz 1.2 AT,Hetauda,2013,54534,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,16.425
Ford Ecosport Signature Edition Diesel,Itahari,2018,13000,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5,49.05
Maruti Celerio ZXI MT,Biratnagar,2015,48808,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,19.35
Maruti Ertiga VDI,Hetauda,2012,63001,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7,27.495
Toyota Innova 2.5 V Diesel 8-seater,Nepaljung,2015,64771,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,69.75
Honda City i VTEC SV,Bharatpur,2016,34634,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,31.05
Maruti Swift Dzire VXI,Biratnagar,2012,69242,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,21.105
Maruti Ritz LXi,Ratnanagar,2011,33292,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,14.355
Hyundai i20 Sportz AT 1.4,Hetauda,2012,55000,Petrol,Automatic,Second,15.0 kmpl,1396 CC,98.6 bhp,5,16.875
Hyundai i20 Active SX Dual Tone Petrol,Hetauda,2019,1000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,38.7
Honda City 1.5 E MT,Pokhara,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,17.325
Porsche Cayenne S Diesel,Janakpur,2016,65003,Diesel,Automatic,First,13.6 kmpl,4134 CC,382 bhp,5,305.235
Honda Amaze VX i-VTEC,Janakpur,2019,16573,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,41.895
Honda Civic 2006-2010 1.8 S AT,Hetauda,2008,152633,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5,13.5
Hyundai i20 Magna 1.2,Biratnagar,2015,53000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,24.75
Hyundai Creta 1.6 CRDi SX,Nepaljung,2017,50129,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,59.85
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Nepaljung,2013,63716,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,103.5
Maruti Alto 800 2016-2019 LXI,Bharatpur,2018,11000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,15.075
BMW X1 sDrive 20d Exclusive,Pokhara,2012,115000,Diesel,Automatic,Third,15.06 kmpl,1995 CC,177 bhp,5,45
Hyundai i10 Magna,Kathmandu,2013,63265,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.275
Volkswagen Ameo 1.5 TDI Highline,Hetauda,2016,20000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,30.375
Volkswagen Polo Petrol Highline 1.2L,Hetauda,2010,79000,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5,10.98
Maruti Ciaz VXi Plus,Bharatpur,2015,41000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,26.325
Volkswagen Polo GT TSI,Ratnanagar,2015,26323,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,33.3
Hyundai Xcent 1.1 CRDi Base,Hetauda,2016,76000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,17.1
Honda Civic 2006-2010 1.8 S MT,Nepaljung,2008,69972,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,17.1
Honda City ZX GXi,Butwal,2008,69000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,12.15
Mahindra Bolero ZLX,Birjung,2016,65000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,32.445
Honda City i VTEC V,Nepaljung,2016,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,35.55
Hyundai Xcent 1.2 CRDi S,Butwal,2017,51000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,18.9
Renault Duster 110PS Diesel RxL,Bharatpur,2014,58003,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,25.875
Maruti A-Star AT VXI,Nepaljung,2013,56500,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,15.525
Audi A4 2.0 TDI 177 Bhp Premium Plus,Biratnagar,2014,29063,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,115.875
Mahindra XUV500 W8 2WD,Janakpur,2018,46811,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,74.655
Renault Pulse Petrol RxZ,Janakpur,2014,31897,Petrol,Manual,First,18.06 kmpl,1198 CC,74.96 bhp,5,21.105
BMW 3 Series 320d,Bharatpur,2009,52100,Diesel,Automatic,Second,13.2 kmpl,1995 CC,170 bhp,5,33.75
Toyota Innova Crysta 2.4 GX MT,Nepaljung,2016,73000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,74.25
Honda City 1.5 S MT,Butwal,2009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,8.955
Maruti Swift VDI,Pokhara,2014,75180,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,23.625
Renault Duster 110PS Diesel RxZ Plus,Bharatpur,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,5,24.3
Volkswagen Polo 1.2 MPI Comfortline,Bharatpur,2014,15000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,17.55
Hyundai i20 Active 1.2 S,Bharatpur,2015,12000,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,26.1
BMW 5 Series 2013-2017 520d Luxury Line,Hetauda,2014,32000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,137.25
Maruti Swift Dzire LDI,Nepaljung,2017,44504,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,25.2
Mercedes-Benz M-Class ML 350 4Matic,Itahari,2012,66000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,103.5
Maruti Swift LDI,Birjung,2015,39437,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,23.175
Hyundai Verna 1.6 CRDI AT SX Option,Janakpur,2017,36931,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,42.66
Tata Nano XTA,Biratnagar,2016,17800,Petrol,Automatic,Second,21.9 kmpl,624 CC,37.48 bhp,4,10.71
Maruti Swift Dzire LXi,Nepaljung,2009,71346,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,17.1
Hyundai i20 Asta Option 1.2,Kathmandu,2015,45000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,24.75
Hyundai i20 1.2 Sportz,Nepaljung,2010,85155,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,15.975
Maruti Ciaz ZXi,Bharatpur,2015,48823,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,28.575
Land Rover Range Rover 2.2L Prestige,Kathmandu,2015,37000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,162
Tata Indigo LX BSII,Nepaljung,2005,92000,Diesel,Manual,Second,16.1 kmpl,1405 CC,70 bhp,5,4.95
Tata Zest Revotron 1.2T XM,Bharatpur,2014,36000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,16.65
Mahindra XUV500 W10 1.99 mHawk,Kathmandu,2016,24569,Diesel,Manual,First,16.0 kmpl,1997 CC,140 bhp,7,60.75
Honda Accord 2.4 AT,Bharatpur,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2354 CC,177.6 bhp,5,12.825
Tata Nano Twist XT,Janakpur,2015,25811,Petrol,Manual,Second,25.4 kmpl,624 CC,37.5 bhp,4,9.585
Hyundai Elantra CRDi S,Itahari,2015,65000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.2 bhp,5,34.875
Tata Indica V2 eLS,Pokhara,2017,100400,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,5,12.825
Honda Amaze S i-Dtech,Birjung,2014,76414,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,22.275
Mahindra XUV500 W8 2WD,Ratnanagar,2012,82103,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,27.9
BMW X3 xDrive 20d Expedition,Hetauda,2013,98000,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,78.75
Hyundai Grand i10 1.2 Kappa Magna,Hetauda,2010,45252,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,10.125
Maruti Baleno Zeta 1.2,Kathmandu,2017,10300,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,30.375
Hyundai Verna 1.6 CRDi AT SX,Ratnanagar,2016,42024,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,5,43.785
Maruti Ertiga VDI,Ratnanagar,2018,51236,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,38.205
Mini Cooper S Carbon Edition,Bharatpur,2013,52000,Petrol,Automatic,First,13.6 kmpl,1598 CC,181 bhp,4,112.5
Maruti Ritz ZDi,Janakpur,2015,42894,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,25.155
Skoda Laura L n K 1.9 PD AT,Bharatpur,2011,68000,Diesel,Automatic,First,15.6 kmpl,1896 CC,106 bhp,5,21.6
Ford Ecosport 1.5 DV5 MT Titanium Optional,Kathmandu,2014,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,24.525
Hyundai i20 2015-2017 Sportz 1.2,Hetauda,2017,10000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,29.25
Honda Brio E MT,Pokhara,2015,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,19.575
Honda Amaze S i-Dtech,Butwal,2013,46992,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,16.875
BMW 5 Series 2003-2012 520d,Hetauda,2010,170000,Diesel,Automatic,Third,18.48 kmpl,1995 CC,177 bhp,5,54
Audi Q7 3.0 TDI Quattro Premium Plus,Kathmandu,2014,58000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,144
Hyundai Grand i10 CRDi Magna,Birjung,2015,50000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5,18
Nissan Micra Diesel XV,Butwal,2011,39010,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,11.7
Hyundai Grand i10 Sportz,Birjung,2016,26946,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,20.025
Hyundai EON Era,Hetauda,2015,28700,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,11.7
Mercedes-Benz New C-Class C250 Avantgarde,Pokhara,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,72
Land Rover Range Rover 2.2L Pure,Kathmandu,2014,38999,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,146.25
Mahindra Ssangyong Rexton RX7,Bharatpur,2016,39000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,62.325
Maruti Ciaz 1.4 Delta,Janakpur,2018,7784,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,39.42
Mercedes-Benz R-Class R350 4Matic Long,Ratnanagar,2014,45710,Petrol,Automatic,First,11.8 kmpl,3498 CC,272 bhp,7,106.56
Maruti Dzire AMT VXI,Pokhara,2017,42000,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,24.75
Land Rover Range Rover Vogue SE 4.4 SDV8,Janakpur,2013,75995,Diesel,Automatic,Second,11.49 kmpl,4367 CC,335.3 bhp,5,296.145
Renault Duster 110PS Diesel RxZ,Butwal,2013,57000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,22.455
Hyundai Verna 1.6 SX,Pokhara,2013,85350,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,25.65
Toyota Corolla Altis 1.8 VL CVT,Janakpur,2016,82725,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,53.955
BMW 3 Series Sport,Bharatpur,2016,19000,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,134.955
Ford EcoSport 1.5 Ti VCT MT Signature,Pokhara,2018,13900,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5,42.75
Maruti Swift VDI BSIV,Nepaljung,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,24.75
Hyundai Santa Fe 4x4 AT,Biratnagar,2016,36000,Diesel,Automatic,First,11.72 kmpl,2199 CC,194.3 bhp,7,103.5
Tata Indica V2 DLS,Nepaljung,2013,62188,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,5,13.275
Hyundai Grand i10 CRDi Sportz,Ratnanagar,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,22.05
Hyundai Santro Xing XL,Pokhara,2006,85000,Petrol,Manual,Third,0.0 kmpl,1086 CC,null bhp,5,5.85
Maruti Wagon R VXI AMT,Kathmandu,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5,19.125
Mahindra XUV500 W10 2WD,Ratnanagar,2018,29907,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,73.62
Audi A4 2.0 TDI,Butwal,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,44.775
Volkswagen Vento Diesel Highline,Biratnagar,2012,65000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,24.75
Maruti Vitara Brezza ZDi Plus Dual Tone,Kathmandu,2016,22000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,37.125
Maruti Zen LX,Pokhara,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,4.275
Hyundai i10 Era,Ratnanagar,2016,34952,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,18.045
Honda WR-V Edge Edition i-VTEC S,Ratnanagar,2019,13913,Petrol,Manual,First,17.5 kmpl,1199 CC,88.7 bhp,5,36.9
Honda City i DTEC VX,Pokhara,2014,71000,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,27.9
Toyota Fortuner 4x2 4 Speed AT,Pokhara,2012,97000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,75.375
Mahindra XUV500 AT W10 FWD,Kathmandu,2017,21000,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,7,74.25
Ford Endeavour XLT TDCi 4X4,Bharatpur,2007,116000,Diesel,Manual,Third,10.9 kmpl,2499 CC,null bhp,7,16.875
Ford Figo Diesel ZXI,Butwal,2012,110438,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,15.75
Honda Jazz 1.2 V CVT i VTEC,Janakpur,2017,66507,Petrol,Automatic,Second,19.0 kmpl,1199 CC,88.7 bhp,5,24.435
Ford Endeavour 3.2 Titanium AT 4X4,Janakpur,2017,54650,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,136.575
Nissan Sunny XL CVT,Nepaljung,2014,32000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,35.955
Skoda Octavia Ambiente 1.9 TDI MT,Janakpur,2011,75378,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,16.155
Chevrolet Beat Diesel LT,Pokhara,2012,82697,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,8.55
Toyota Camry W2 (AT),Pokhara,2009,135000,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,21.15
Renault Duster 110PS Diesel RxZ,Pokhara,2012,149000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,32.625
Mercedes-Benz GLA Class 200 d Style,Ratnanagar,2016,26212,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,110.07
Tata Zest Revotron 1.2T XMS,Hetauda,2014,23500,Petrol,Manual,Second,17.57 kmpl,1193 CC,88.7 bhp,5,17.55
Hyundai i20 1.2 Magna,Janakpur,2013,56127,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,23.175
Maruti Wagon R VXI AMT1.2,Bharatpur,2015,26000,Petrol,Automatic,First,21.5 kmpl,1197 CC,81.80 bhp,5,16.425
Hyundai Xcent 1.2 CRDi S,Butwal,2016,26000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,22.5
Honda City 1.5 S MT,Butwal,2009,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,10.35
Hyundai Accent GLE,Hetauda,2001,130000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,3.375
Hyundai Verna Xi (Petrol),Ratnanagar,2009,137148,Petrol,Manual,Second,13.9 kmpl,1599 CC,103.2 bhp,5,8.325
Ford Figo Petrol ZXI,Butwal,2010,114703,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,8.1
Honda Amaze S i-Dtech,Ratnanagar,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,19.845
Maruti Wagon R LX BSII,Pokhara,2006,40000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,9
Maruti Swift VDI BSIV,Nepaljung,2014,81609,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,24.975
Mercedes-Benz E-Class Facelift,Biratnagar,2014,28000,Diesel,Automatic,First,13.0 kmpl,2987 CC,258 bhp,5,142.875
Audi A6 2011-2015 35 TDI Technology,Biratnagar,2015,37500,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,144
Mercedes-Benz S Class 2005 2013 S 350 CDI,Nepaljung,2010,37000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,94.5
Maruti Swift Dzire LDi,Itahari,2010,83000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,12.375
Toyota Corolla H2,Janakpur,2005,79012,Petrol,Manual,First,13.4 kmpl,1794 CC,125 bhp,5,11.88
Mahindra Scorpio S10 7 Seater,Ratnanagar,2018,27395,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,63.855
Maruti Wagon R VXI,Birjung,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,17.325
Toyota Fortuner 4x2 Manual,Kathmandu,2014,117000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,69.75
Maruti Zen Estilo 1.1 LX BSIII,Bharatpur,2010,23000,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,8.55
Tata Nano CX,Ratnanagar,2014,59508,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,5.67
Hyundai i20 Magna,Pokhara,2009,69000,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,10.8
BMW 3 Series 320d,Biratnagar,2010,58000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,51.75
Mahindra XUV500 W6 2WD,Birjung,2014,88511,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,37.125
Volkswagen Vento IPL II Petrol Trendline,Hetauda,2011,66000,Petrol,Manual,First,15.8 kmpl,1598 CC,105 bhp,5,12.375
Skoda Fabia 1.2 MPI Classic,Kathmandu,2009,65000,Petrol,Manual,Second,17.5 kmpl,1198 CC,70 bhp,5,6.3
Tata Nano Twist XT,Janakpur,2015,30676,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,13.05
Ford Figo Diesel EXI,Pokhara,2011,76000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,10.8
Volkswagen Vento IPL II Petrol Highline AT,Hetauda,2013,23627,Petrol,Automatic,First,14.8 kmpl,1598 CC,105 bhp,5,21.375
Land Rover Range Rover HSE Dynamic,Ratnanagar,2018,52827,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,201.42
Honda City i DTEC SV,Ratnanagar,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,27.99
Renault KWID Climber 1.0 AMT,Pokhara,2018,14000,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5,20.25
Hyundai Grand i10 Asta Option,Bharatpur,2015,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,19.125
Chevrolet Cruze LTZ AT,Nepaljung,2011,78203,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4,24.75
Hyundai i20 1.4 Asta,Bharatpur,2017,27000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,31.275
Maruti Alto K10 VXI AGS,Janakpur,2018,31919,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,20.52
Hyundai Creta 1.6 SX Option Diesel,Janakpur,2016,47392,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5,62.19
Honda Amaze VX i-Vtech,Bharatpur,2016,17362,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,25.425
Hyundai i20 Active 1.4 SX Dual Tone,Ratnanagar,2016,49716,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5,27.9
Maruti Celerio VXI,Kathmandu,2014,48000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,14.625
Audi A4 2.0 TDI,Butwal,2009,46000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,38.25
Hyundai Verna 1.4 CRDi,Biratnagar,2016,79000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,32.625
Renault Fluence Diesel E4,Hetauda,2013,57000,Diesel,Manual,First,21.8 kmpl,1461 CC,78 bhp,5,20.745
Volkswagen Polo 1.2 MPI Highline,Kathmandu,2016,29754,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,23.85
Tata Indigo LX,Itahari,2012,50123,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,8.55
Hyundai i10 Sportz,Ratnanagar,2012,57184,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.905
BMW 7 Series 730Ld Sedan,Bharatpur,2007,75000,Diesel,Automatic,Second,16.46 kmpl,2993 CC,258 bhp,5,42.75
Hyundai Creta 1.6 CRDi AT SX Plus,Bharatpur,2015,26000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,56.925
Hyundai Grand i10 Magna,Kathmandu,2016,22129,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,19.125
Maruti Ritz VDi,Nepaljung,2011,127887,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,13.275
Mahindra Scorpio 2.6 SLX CRDe,Nepaljung,2006,92000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,15.525
Hyundai i10 Era,Nepaljung,2011,60634,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,14.85
Tata Safari Storme 2012-2015 VX,Nepaljung,2014,90000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,36
Honda Civic 2006-2010 1.8 V MT,Butwal,2009,59000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,12.195
Maruti Zen Estilo LXI BSIII,Nepaljung,2012,59293,Petrol,Manual,First,18.2 kmpl,998 CC,67.1 bhp,5,12.15
Maruti Swift Dzire VDI,Bharatpur,2012,80753,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5,20.25
Toyota Fortuner 4x2 Manual,Kathmandu,2015,40000,Diesel,Manual,Second,13.0 kmpl,2982 CC,168.5 bhp,7,84.375
Maruti Swift VDI,Hetauda,2014,103000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,23.625
Maruti Wagon R Duo LX BSIII,Nepaljung,2012,72389,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,14.4
Maruti Dzire LDI,Hetauda,2017,48000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,27
Hyundai Grand i10 Asta,Butwal,2014,41000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,14.13
Renault KWID RXL,Birjung,2016,26000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,11.475
Tata Indigo CS eGLX BS IV,Birjung,2012,30000,Petrol,Manual,Second,15.64 kmpl,1193 CC,64.08 bhp,5,10.35
Ford Figo Diesel Titanium,Nepaljung,2014,74624,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,25.425
Porsche Cayenne 2009-2014 Diesel,Ratnanagar,2015,47877,Diesel,Automatic,First,15.15 kmpl,2967 CC,240 bhp,5,216.99
Maruti Alto K10 VXI,Birjung,2016,35000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,13.5
Volkswagen Vento 1.5 TDI Highline,Itahari,2015,52123,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,33.75
Mahindra Scorpio 2.6 SLX CRDe,Biratnagar,2005,90000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,11.7
BMW X3 xDrive 20d Luxury Line,Bharatpur,2018,1400,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5,275.625
Honda City 1.5 V MT,Pokhara,2009,122000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,15.75
Mini Cooper 3 DOOR S,Ratnanagar,2016,21110,Petrol,Automatic,First,17.44 kmpl,1998 CC,189.08 bhp,4,130.275
Mitsubishi Pajero Sport 4X4 AT,Hetauda,2015,78000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,6,67.5
Maruti Swift Dzire VDi,Birjung,2012,72000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,19.125
Bentley Continental Flying Spur,Nepaljung,2006,48000,Petrol,Automatic,First,8.6 kmpl,5998 CC,552 bhp,4,265.5
Maruti Ertiga VDI,Hetauda,2013,43486,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,29.7
Toyota Innova 2.5 G4 Diesel 7-seater,Nepaljung,2007,199000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,23.4
Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,Pokhara,2010,34000,Petrol,Manual,First,11.7 kmpl,1796 CC,178 bhp,5,45
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Biratnagar,2016,37944,Diesel,Automatic,First,14.84 kmpl,2143 CC,167.62 bhp,5,157.5
Ford Ecosport 1.5 DV5 MT Titanium Optional,Bharatpur,2017,30000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,39.375
Toyota Etios Liva 1.2 G,Janakpur,2015,64005,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,20.565
Hyundai i10 Magna 1.2,Kathmandu,2012,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,11.25
